Month,DayOfMonth,DayOfWeek,DepTime,Distance,UniqueCarrier,Origin,Dest,DepDelay,Label
1,2,2,1705,601,WN,LAS,LBB,-2,0
1,4,4,740,714,WN,MCO,PDX,-2,0
1,3,5,940,1034,WN,TUS,FLL,-4,0
1,4,4,940,395,WN,PVD,MCO,59,0
1,3,5,1925,1073,WN,BNA,STL,7,0
1,3,6,1315,397,WN,PHX,PIT,13,0
1,5,4,1820,1034,WN,SJC,PDX,15,1
1,2,6,1300,377,WN,LAX,BUR,59,0
1,4,3,715,852,WN,BUR,LAS,45,0
1,2,2,1705,612,WN,MCI,MDW,3,0
1,4,2,955,852,WN,SMF,PHX,12,0
1,6,5,955,1910,WN,RNO,LAS,97,0
1,3,3,1430,402,WN,SJC,BUR,13,0
1,4,6,840,159,WN,LAX,ISP,15,0
1,4,3,640,611,WN,PHX,DAL,-2,0
1,3,6,1300,239,WN,LAX,MCO,29,0
1,6,3,1955,601,WN,BNA,ELP,97,0
1,6,4,1710,293,WN,PIT,BNA,97,0
1,4,3,1630,369,WN,BNA,TPA,-2,0
1,3,3,1930,714,WN,TUS,FLL,59,0
1,4,6,1315,601,WN,ORF,ELP,15,0
1,3,3,1630,611,WN,PHX,PDX,-3,0
1,3,4,1305,852,WN,BNA,MHT,13,0
1,5,4,2205,601,WN,BWI,MCO,-1,1
1,6,6,1135,611,WN,LAS,STL,-2,0
1,2,4,1200,587,WN,PIT,BUR,3,0
1,6,2,1925,1959,WN,MCO,LAS,-3,0
1,6,2,1630,192,WN,RNO,ISP,29,0
1,6,3,715,612,WN,LAS,BDL,3,0
1,5,3,1930,1034,WN,MDW,LAS,-1,1
1,2,3,1430,2106,WN,TPA,PHX,29,0
1,6,5,740,1790,WN,BWI,SAT,8,0
1,5,5,2030,1034,WN,PIT,SAT,29,1
1,4,2,1710,402,WN,PVD,BUR,13,0
1,2,4,1820,1999,WN,MCO,SAT,13,0
1,6,5,1200,569,WN,MCO,BNA,10,0
1,4,3,1300,1959,WN,MCI,SAT,59,0
1,4,5,1745,1999,WN,PIT,PHX,-1,0
1,3,3,1705,611,WN,LAX,STL,12,0
1,6,4,1200,587,WN,TUS,MHT,97,0
1,2,5,2205,1073,WN,TUS,LAS,0,0
1,2,6,745,562,WN,TUS,SMF,10,0
1,3,5,1955,612,WN,MDW,STL,-3,0
1,6,5,940,2106,WN,ORF,RDU,0,0
1,4,5,1200,714,WN,BUR,BUR,45,0
1,5,5,2205,293,WN,SJC,MDW,27,1
1,4,4,1745,1034,WN,DAL,TPA,29,0
1,2,5,2205,377,WN,PVD,RDU,8,0
1,6,6,1605,251,WN,BWI,MDW,97,0
1,2,3,1305,601,WN,BUR,ISP,13,0
1,5,5,1525,192,WN,PIT,BUR,8,1
1,4,2,700,587,WN,MDW,LAS,15,0
1,2,5,1605,834,WN,MCI,SAT,-4,0
1,6,6,2030,1959,WN,LAS,FLL,8,0
1,6,6,1930,612,WN,RNO,TPA,15,0
1,2,6,1305,2106,WN,SMF,ISP,-3,0
1,5,3,1745,1999,WN,LAX,TPA,97,1
1,2,5,700,1073,WN,ORF,MCO,10,0
1,5,6,2205,601,WN,BWI,PHX,-1,1
1,2,4,1525,178,WN,MCI,LBB,-2,0
1,5,3,1300,397,WN,MDW,LAS,59,1
1,6,2,740,852,WN,MCO,SMF,29,0
1,6,2,1525,2106,WN,MCI,ELP,7,0
1,4,4,745,1073,WN,RNO,BWI,97,0
1,5,5,1605,2106,WN,PVD,MCO,29,1
1,6,2,740,834,WN,SJC,FLL,59,0
1,4,6,745,251,WN,ORF,BDL,45,0
1,3,5,1820,587,WN,SMF,BWI,29,0
1,6,2,1820,852,WN,BUR,TPA,-3,0
1,5,3,1315,293,WN,BNA,PHX,15,1
1,2,2,745,1044,WN,DAL,BNA,-4,0
1,6,3,1930,365,WN,HOU,SAT,6,0
1,6,2,1540,587,WN,DAL,MCO,13,0
1,4,3,1705,397,WN,BWI,OAK,7,0
1,2,3,1605,395,WN,BWI,ISP,3,0
1,3,6,1135,402,WN,LAX,FLL,97,0
1,3,6,1300,1073,WN,MCI,SAT,-4,0
1,2,2,1820,612,WN,LAX,TPA,6,0
1,6,4,1540,178,WN,DAL,MCO,0,0
1,2,4,1315,2106,WN,SJC,PIT,8,0
1,5,5,1525,1959,WN,PHX,PIT,6,1
1,5,3,1200,569,WN,MCI,LBB,29,1
1,3,5,1430,402,WN,LAX,SAT,10,0
1,6,5,1135,251,WN,LAX,SMF,12,0
1,4,3,1305,714,WN,HOU,LBB,7,0
1,2,3,740,239,WN,PHX,ELP,13,0
1,6,5,1135,251,WN,ORF,MHT,7,0
1,5,3,1430,239,WN,BUR,BUR,7,1
1,2,5,1305,293,WN,PHX,ISP,29,0
1,4,3,2205,569,WN,BNA,LBB,59,0
1,2,6,745,714,WN,SJC,PIT,7,0
1,4,6,1200,159,WN,MCO,STL,0,0
1,3,3,1430,1959,WN,PVD,MDW,6,0
1,6,2,1135,1034,WN,HOU,ELP,10,0
1,2,4,1705,601,WN,BNA,BNA,-3,0
1,2,2,1525,714,WN,ORF,MCO,2,0
1,4,3,1605,1910,WN,TPA,STL,14,0
1,5,2,1605,159,WN,BNA,MHT,2,1
1,2,5,640,1959,WN,MCI,STL,29,0
1,2,3,1925,1790,WN,SJC,LAS,97,0
1,5,2,1430,365,WN,RNO,BDL,0,1
1,2,2,1930,1910,WN,BWI,SMF,10,0
1,4,4,1710,1999,WN,MCI,DAL,45,0
1,6,6,1630,251,WN,LAX,LAS,45,0
1,4,5,1820,1959,WN,SMF,SMF,45,0
1,2,2,1315,562,WN,PVD,SAT,45,0
1,4,5,1955,562,WN,SMF,LBB,-1,0
1,2,6,2205,587,WN,BUR,PHX,3,0
1,5,5,1930,2106,WN,DAL,SAT,15,1
1,3,5,1315,1034,WN,SMF,SAT,6,0
1,4,5,1605,1034,WN,SMF,MHT,-4,0
1,6,3,1630,178,WN,PVD,SAT,-3,0
1,5,5,640,1790,WN,BWI,BWI,59,1
1,3,4,2205,239,WN,MCI,ELP,8,0
1,3,6,955,2106,WN,BWI,BNA,2,0
1,2,4,700,852,WN,BUR,MDW,10,0
1,4,6,940,402,WN,SJC,DAL,0,0
1,3,3,1305,369,WN,MDW,PHX,45,0
1,3,3,1630,2106,WN,BUR,LBB,6,0
1,2,6,955,1073,WN,BWI,BNA,-1,0
1,4,5,940,611,WN,RNO,BWI,97,0
1,4,6,1135,178,WN,MDW,DAL,-4,0
1,3,4,1430,1073,WN,MCI,MDW,-3,0
1,4,5,1200,611,WN,TPA,BNA,3,0
1,2,4,1705,293,WN,HOU,BWI,0,0
1,3,2,1955,397,WN,PIT,BDL,-4,0
1,2,5,1745,612,WN,RNO,MHT,45,0
1,4,6,940,852,WN,LAS,PHX,35,0
1,5,5,2030,1044,WN,SJC,ISP,3,1
1,5,4,1705,2106,WN,TPA,SAT,10,1
1,2,5,955,569,WN,TPA,SAT,3,0
1,4,5,1705,1790,WN,HOU,TPA,27,0
1,4,6,745,1959,WN,SJC,OAK,12,0
1,6,5,715,714,WN,SMF,OAK,-2,0
1,6,5,1315,397,WN,SMF,BWI,12,0
1,4,2,1630,834,WN,SJC,MCO,14,0
1,5,2,700,159,WN,PHX,PHX,10,1
1,4,6,1300,239,WN,BWI,ISP,-2,0
1,3,6,1930,365,WN,TUS,STL,2,0
1,6,2,1925,569,WN,LAX,ELP,45,0
1,6,2,1925,369,WN,BNA,DAL,-2,0
1,4,6,745,562,WN,TPA,ELP,27,0
1,5,5,1135,1073,WN,PHX,LAS,97,1
1,2,6,1430,395,WN,MCI,BUR,14,0
1,3,6,640,1044,WN,TUS,BDL,0,0
1,2,3,640,1044,WN,LAS,RDU,35,0
1,6,6,1630,251,WN,PHX,MHT,13,0
1,5,6,1135,251,WN,PVD,BWI,-4,1
1,5,2,1430,377,WN,LAX,RDU,3,1
1,2,6,1745,601,WN,RNO,OAK,27,0
1,5,5,715,612,WN,SJC,BDL,7,1
1,2,4,640,251,WN,BNA,OAK,15,0
1,3,2,1705,852,WN,HOU,SMF,-1,0
1,6,2,1820,834,WN,ORF,LBB,45,0
1,3,5,1820,1073,WN,RNO,ELP,35,0
1,3,3,715,397,WN,LAS,PDX,59,0
1,6,2,2030,1034,WN,DAL,MDW,45,0
1,6,4,1955,1910,WN,TPA,MDW,29,0
1,5,3,1925,834,WN,SJC,BDL,15,1
1,4,5,1525,612,WN,MCO,PDX,45,0
1,2,2,1540,251,WN,LAX,ISP,-2,0
1,3,6,700,369,WN,PHX,MDW,-1,0
1,6,4,700,402,WN,LAX,BWI,35,0
1,4,2,940,293,WN,TPA,MCO,59,0
1,3,3,1135,251,WN,HOU,BDL,10,0
1,5,3,1930,365,WN,DAL,PDX,29,1
1,5,4,2030,612,WN,DAL,MHT,7,1
1,3,3,640,192,WN,PVD,RDU,35,0
1,2,6,1925,402,WN,BUR,LAS,0,0
1,3,5,1745,587,WN,PVD,PDX,8,0
1,4,6,1710,159,WN,DAL,ELP,27,0
1,2,3,1705,397,WN,ORF,SMF,8,0
1,5,3,1705,612,WN,TPA,MCO,13,1
1,4,3,1315,569,WN,RNO,BNA,14,0
1,2,3,640,159,WN,BWI,MCO,27,0
1,6,2,940,587,WN,RNO,LAS,13,0
1,6,2,1525,1959,WN,HOU,BUR,-2,0
1,3,3,1430,178,WN,LAS,RDU,15,0
1,5,2,1710,178,WN,BNA,BDL,-4,1
1,4,3,1820,2106,WN,PIT,DAL,-2,0
1,2,2,1820,569,WN,BUR,LAS,14,0
1,3,3,2030,1959,WN,MCI,RDU,0,0
1,6,3,1710,1910,WN,BUR,LBB,7,0
1,3,3,1315,159,WN,MCI,BUR,8,0
1,5,5,1955,2106,WN,DAL,ELP,-2,1
1,2,5,1315,377,WN,PHX,LAS,-1,0
1,3,4,1820,369,WN,SMF,STL,-2,0
1,4,2,1820,178,WN,LAX,SAT,45,0
1,4,2,1710,402,WN,BNA,PHX,3,0
1,5,5,640,1999,WN,TPA,DAL,-3,1
1,6,3,940,587,WN,BWI,ELP,97,0
1,6,4,640,601,WN,LAX,BWI,59,0
1,3,6,1955,852,WN,TPA,LAS,14,0
1,6,6,1925,397,WN,PIT,ELP,-3,0
1,4,6,1710,395,WN,TUS,BNA,-1,0
1,3,4,1200,601,WN,SMF,BNA,35,0
1,4,3,2030,1790,WN,MCO,PDX,14,0
1,2,2,1745,159,WN,BNA,SMF,35,0
1,4,6,745,714,WN,PIT,SAT,27,0
1,5,6,1315,293,WN,RNO,TPA,27,1
1,5,2,1200,192,WN,SJC,MCO,15,1
1,3,6,740,395,WN,MCI,BUR,0,0
1,4,4,1745,1044,WN,BNA,LAS,-2,0
1,5,2,1930,239,WN,LAS,LAS,3,1
1,4,6,1955,1999,WN,RNO,BNA,-4,0
1,4,6,840,1073,WN,BWI,BDL,-3,0
1,5,6,740,192,WN,ORF,SMF,15,1
1,6,4,1630,1073,WN,ORF,ISP,-3,0
1,4,6,940,587,WN,RNO,OAK,-4,0
1,5,6,1540,612,WN,PVD,TPA,0,1
1,4,6,1930,1959,WN,LAS,STL,6,0
1,5,3,850,611,WN,MDW,BWI,3,1
1,4,4,1820,1790,WN,TUS,DAL,2,0
1,4,2,1745,192,WN,MCO,RDU,-4,0
1,5,2,1200,402,WN,TPA,FLL,-2,1
1,6,3,1135,612,WN,BUR,MDW,8,0
1,5,3,640,251,WN,LAS,ISP,8,1
1,2,4,1955,397,WN,BUR,SMF,7,0
1,5,3,1605,178,WN,BNA,FLL,-2,1
1,3,2,1525,587,WN,MCO,BNA,35,0
1,5,6,1430,397,WN,BUR,LAS,12,1
1,6,3,1525,562,WN,PHX,SAT,6,0
1,4,2,1930,587,WN,ORF,OAK,7,0
1,4,3,1305,192,WN,LAS,LBB,6,0
1,2,6,1705,587,WN,BUR,LAS,13,0
1,5,3,700,397,WN,BUR,MHT,15,1
1,5,3,700,1959,WN,MDW,STL,45,1
1,5,4,1930,1959,WN,TPA,PHX,45,1
1,4,4,700,293,WN,SJC,FLL,6,0
1,5,4,955,1034,WN,BUR,FLL,10,1
1,3,3,1710,159,WN,TUS,MHT,7,0
1,6,2,1525,601,WN,DAL,MCO,15,0
1,5,4,1630,192,WN,RNO,FLL,6,1
1,3,4,1710,611,WN,BUR,OAK,7,0
1,6,3,1315,562,WN,MCI,BUR,59,0
1,3,6,1605,239,WN,PVD,BWI,35,0
1,4,4,1955,377,WN,TPA,MDW,35,0
1,6,6,1200,601,WN,LAS,BNA,2,0
1,5,4,740,611,WN,SMF,ISP,13,1
1,6,5,1540,611,WN,LAS,ELP,-3,0
1,5,5,1315,1073,WN,MCI,FLL,10,1
1,6,5,2205,852,WN,PVD,PIT,27,0
1,5,5,740,1910,WN,PHX,RDU,59,1
1,3,6,1705,395,WN,MCO,BDL,3,0
1,4,2,745,612,WN,PVD,DAL,-1,0
1,4,6,1930,397,WN,ORF,FLL,7,0
1,5,2,1200,192,WN,BUR,TPA,59,1
1,2,4,1930,1959,WN,SJC,BWI,6,0
1,5,3,1200,2106,WN,BWI,MDW,13,1
1,6,2,715,714,WN,BWI,BWI,59,0
1,2,2,1630,1073,WN,ORF,RDU,-3,0
1,2,2,745,834,WN,DAL,STL,15,0
1,4,4,1300,569,WN,LAS,ELP,8,0
1,2,6,1820,159,WN,RNO,PIT,-4,0
1,6,5,1430,1910,WN,BNA,MHT,6,0
1,3,3,740,1044,WN,MDW,ELP,2,0
1,5,3,715,159,WN,BWI,MCO,97,1
1,4,6,955,293,WN,LAX,ELP,27,0
1,4,3,1605,2106,WN,ORF,RDU,7,0
1,5,3,840,397,WN,MCI,ELP,7,1
1,5,4,1200,1034,WN,ORF,SAT,0,1
1,2,2,1925,1790,WN,SMF,PHX,7,0
1,3,3,1200,159,WN,MCO,PIT,27,0
1,3,2,850,395,WN,HOU,SAT,12,0
1,5,3,715,1034,WN,RNO,BNA,14,1
1,6,2,1925,2106,WN,HOU,TPA,29,0
1,3,5,1710,1044,WN,MCO,SAT,27,0
1,5,3,1525,1034,WN,PIT,LAS,13,1
1,2,2,955,1959,WN,ORF,SMF,12,0
1,3,3,2030,562,WN,SMF,OAK,8,0
1,5,4,1705,402,WN,BWI,MHT,10,1
1,4,4,840,1034,WN,HOU,SMF,27,0
1,6,5,1630,1034,WN,MCI,LAS,-4,0
1,3,6,1430,395,WN,HOU,PHX,10,0
1,4,4,1710,178,WN,TUS,MHT,2,0
1,4,3,1135,192,WN,PVD,BWI,13,0
1,4,3,700,852,WN,SJC,BNA,45,0
1,2,6,1305,397,WN,PVD,RDU,10,0
1,5,3,1705,587,WN,RNO,PHX,12,1
1,5,2,1305,612,WN,ORF,MDW,15,1
1,3,5,640,569,WN,MCI,SAT,-1,0
1,5,2,1705,562,WN,TPA,BDL,27,1
1,3,2,1955,402,WN,DAL,LBB,6,0
1,6,3,1605,1073,WN,DAL,LBB,97,0
1,2,5,1745,239,WN,SJC,LAS,6,0
1,2,2,1955,611,WN,ORF,BWI,-2,0
1,4,3,1305,293,WN,TUS,BNA,-4,0
1,2,4,1135,377,WN,HOU,PIT,12,0
1,3,4,2030,1959,WN,MDW,BNA,-2,0
1,5,5,1930,714,WN,HOU,BNA,6,1
1,2,3,1200,852,WN,LAS,LAS,-1,0
1,4,4,1820,369,WN,BWI,SAT,6,0
1,5,3,1305,1959,WN,PVD,BUR,10,1
1,6,6,2205,587,WN,LAS,FLL,-2,0
1,4,4,1630,377,WN,ORF,PIT,2,0
1,2,2,955,562,WN,LAS,PIT,12,0
1,2,5,2205,293,WN,LAX,PHX,10,0
1,4,4,1135,1044,WN,SJC,MDW,35,0
1,5,6,1525,611,WN,ORF,BWI,8,1
1,6,4,1305,1910,WN,SJC,PIT,-2,0
1,4,5,850,562,WN,PHX,BUR,27,0
1,5,2,1630,239,WN,RNO,DAL,10,1
1,5,5,1305,852,WN,RNO,OAK,8,1
1,3,2,1540,397,WN,LAX,BNA,8,0
1,6,2,1300,1910,WN,TUS,BUR,12,0
1,3,2,1305,1073,WN,TUS,MCO,59,0
1,6,3,700,714,WN,BWI,OAK,35,0
1,3,2,745,611,WN,SJC,LBB,12,0
1,5,2,1955,397,WN,MDW,MCO,8,1
1,4,5,1820,293,WN,BNA,BUR,97,0
1,4,3,1955,1999,WN,PVD,DAL,10,0
1,6,6,1710,397,WN,MDW,SMF,35,0
1,2,4,1925,1044,WN,LAS,LAS,8,0
1,3,2,740,612,WN,SJC,FLL,2,0
1,3,6,1930,1910,WN,DAL,MHT,14,0
1,4,2,1705,601,WN,RNO,MHT,35,0
1,6,5,1315,714,WN,TPA,PIT,-4,0
1,2,2,1305,402,WN,BNA,ELP,59,0
1,3,6,1630,714,WN,DAL,BWI,27,0
1,2,3,1820,587,WN,TPA,STL,35,0
1,5,2,745,159,WN,MCI,BUR,6,1
1,4,3,955,569,WN,SMF,OAK,-2,0
1,4,6,840,714,WN,BWI,BWI,14,0
1,3,6,955,397,WN,LAS,BDL,6,0
1,2,4,1930,178,WN,LAS,PIT,2,0
1,5,3,840,377,WN,LAX,SMF,10,1
1,2,3,715,159,WN,LAX,PDX,3,0
1,6,5,955,611,WN,MCO,ELP,29,0
1,3,4,1745,1999,WN,BNA,BNA,3,0
1,4,2,1820,192,WN,RNO,ISP,-1,0
1,3,4,1200,611,WN,BNA,LBB,13,0
1,2,2,1930,397,WN,MDW,MDW,35,0
1,4,5,940,192,WN,HOU,PHX,14,0
1,4,6,1200,834,WN,SMF,FLL,35,0
1,5,3,1540,369,WN,SMF,LAS,14,1
1,6,3,640,852,WN,MCI,DAL,-3,0
1,5,5,1300,369,WN,TUS,BDL,3,1
1,3,3,700,369,WN,TUS,MHT,-3,0
1,5,4,1955,601,WN,MDW,LAS,45,1
1,2,2,1705,402,WN,SMF,FLL,2,0
1,3,6,940,402,WN,TUS,BUR,10,0
1,6,5,640,714,WN,DAL,BUR,27,0
1,2,5,1710,178,WN,LAX,MHT,35,0
1,5,3,1930,1044,WN,TPA,RDU,15,1
1,5,2,1820,1959,WN,PVD,BUR,2,1
1,2,5,640,2106,WN,RNO,PDX,15,0
1,2,4,745,1790,WN,LAS,STL,35,0
1,6,3,1525,1073,WN,LAX,RDU,35,0
1,2,3,1300,251,WN,BWI,RDU,97,0
1,2,3,1605,1044,WN,MCI,BNA,-1,0
1,2,4,2030,1034,WN,TPA,FLL,12,0
1,2,4,1710,251,WN,PIT,MCO,-4,0
1,6,2,2205,612,WN,PVD,MCO,13,0
1,5,3,940,369,WN,PHX,PDX,-2,1
1,5,2,640,852,WN,DAL,OAK,6,1
1,3,5,1925,714,WN,RNO,PIT,-3,0
1,4,3,1200,852,WN,PIT,SMF,97,0
1,6,2,1525,293,WN,LAX,BUR,-1,0
1,2,6,1745,1073,WN,MDW,DAL,6,0
1,3,5,1820,2106,WN,BNA,OAK,-1,0
1,6,6,1630,1999,WN,SJC,SAT,-2,0
1,6,6,740,377,WN,PHX,BNA,35,0
1,5,2,850,251,WN,DAL,FLL,6,1
1,6,6,1525,1034,WN,LAS,MDW,10,0
1,3,3,1630,1910,WN,DAL,LBB,14,0
1,6,2,2205,834,WN,BWI,FLL,15,0
1,2,5,1300,402,WN,TUS,MDW,12,0
1,5,4,1430,1959,WN,SJC,TPA,-4,1
1,5,3,1630,1044,WN,ORF,DAL,-2,1
1,3,4,1525,2106,WN,MCO,PIT,0,0
1,4,3,745,1910,WN,HOU,BUR,27,0
1,6,4,1200,1999,WN,PHX,ELP,10,0
1,2,6,955,251,WN,BNA,PDX,59,0
1,4,4,1745,1073,WN,DAL,LBB,97,0
1,5,2,1315,395,WN,SMF,BWI,27,1
1,3,4,1540,377,WN,BUR,PDX,14,0
1,4,4,1200,397,WN,DAL,SAT,59,0
1,5,4,1930,159,WN,SJC,SMF,-1,1
1,3,6,640,1790,WN,HOU,SMF,6,0
1,2,5,1315,192,WN,BNA,ELP,27,0
1,2,5,1540,612,WN,HOU,MDW,10,0
1,2,4,745,2106,WN,PIT,LAS,12,0
1,6,3,1305,402,WN,PIT,BWI,27,0
1,2,6,1540,395,WN,BWI,BDL,45,0
1,5,6,1135,239,WN,PVD,TPA,27,1
1,6,5,1745,1073,WN,DAL,ELP,-3,0
1,6,2,2205,1034,WN,SMF,BWI,13,0
1,5,6,1135,1959,WN,MCI,MHT,35,1
1,2,3,1605,369,WN,PVD,MHT,45,0
1,5,5,1300,395,WN,MCO,STL,12,1
1,4,3,1300,251,WN,TPA,BWI,12,0
1,3,5,1605,612,WN,ORF,ISP,27,0
1,3,4,1300,365,WN,RNO,SAT,-1,0
1,5,4,1605,834,WN,LAX,FLL,6,1
1,4,5,1430,192,WN,SMF,PHX,97,0
1,2,2,2030,251,WN,LAX,TPA,-3,0
1,2,4,1930,587,WN,TUS,ISP,15,0
1,4,4,1300,395,WN,PHX,DAL,7,0
1,2,4,1925,365,WN,BUR,PHX,15,0
1,3,6,1200,1044,WN,TPA,ISP,6,0
1,2,6,1540,587,WN,BNA,MCO,29,0
1,2,6,1200,402,WN,MCI,PIT,8,0
1,5,3,715,612,WN,BUR,ELP,97,1
1,6,2,1710,2106,WN,DAL,BUR,8,0
1,3,3,640,611,WN,PVD,PIT,7,0
1,2,2,2030,569,WN,LAS,BUR,29,0
1,5,2,1820,562,WN,BWI,TPA,0,1
1,3,5,1705,714,WN,MCO,OAK,-1,0
1,5,4,1200,251,WN,MDW,ISP,14,1
1,3,5,640,1034,WN,SJC,ISP,-2,0
1,4,3,1540,369,WN,MCO,PHX,7,0
1,5,6,1430,612,WN,PHX,PIT,45,1
1,2,3,1430,293,WN,PIT,PHX,15,0
1,5,2,1300,402,WN,MCI,STL,14,1
1,2,5,1430,377,WN,TUS,BUR,-3,0
1,2,2,700,397,WN,MDW,STL,0,0
1,3,4,1200,251,WN,SMF,BDL,6,0
1,6,3,740,1999,WN,DAL,ELP,3,0
1,5,2,840,601,WN,MCO,SMF,35,1
1,3,6,715,601,WN,HOU,DAL,15,0
1,2,4,1630,834,WN,PVD,RDU,7,0
1,2,6,1925,377,WN,LAX,MDW,8,0
1,2,2,840,1910,WN,MCI,ISP,-2,0
1,6,5,1315,395,WN,DAL,STL,-4,0
1,3,4,1930,1073,WN,TPA,BWI,35,0
1,4,6,1630,852,WN,SMF,SAT,45,0
1,4,6,1525,834,WN,MDW,LAS,8,0
1,5,5,1705,1073,WN,MCO,SAT,-4,1
1,4,2,1710,397,WN,PHX,BDL,7,0
1,5,5,1710,178,WN,DAL,SMF,45,1
1,6,4,1630,611,WN,MCI,BUR,13,0
1,2,2,1630,1034,WN,ORF,LBB,-1,0
1,5,5,715,369,WN,ORF,MHT,59,1
1,5,6,715,251,WN,MCO,STL,2,1
1,6,5,1630,714,WN,BWI,BDL,3,0
1,5,3,715,395,WN,TPA,LBB,29,1
1,5,5,1930,834,WN,MCO,BUR,12,1
1,5,4,740,612,WN,BNA,OAK,14,1
1,6,4,1930,1044,WN,MCI,MHT,6,0
1,6,4,2030,293,WN,RNO,BUR,3,0
1,4,6,1705,611,WN,RNO,LAS,27,0
1,2,4,740,239,WN,MCI,TPA,35,0
1,3,2,740,239,WN,BUR,OAK,2,0
1,2,4,700,178,WN,PIT,PDX,-1,0
1,6,5,1820,159,WN,BWI,PHX,29,0
1,2,6,700,239,WN,PIT,OAK,97,0
1,2,4,1710,601,WN,PVD,BNA,0,0
1,4,5,640,714,WN,TUS,ELP,7,0
1,5,4,840,239,WN,TPA,STL,-2,1
1,3,6,1820,587,WN,RNO,SMF,13,0
1,3,3,1430,601,WN,PVD,FLL,13,0
1,5,5,640,601,WN,MCI,LAS,27,1
1,4,3,1525,612,WN,SJC,LBB,35,0
1,6,3,1605,1790,WN,PVD,PDX,35,0
1,6,5,740,395,WN,TPA,SMF,12,0
1,3,4,1300,834,WN,PIT,SMF,45,0
1,5,5,1745,1073,WN,LAX,BUR,97,1
1,2,3,1605,1073,WN,MDW,FLL,97,0
1,6,6,1315,251,WN,SJC,SMF,-3,0
1,5,5,640,159,WN,HOU,ELP,59,1
1,6,3,1605,562,WN,DAL,PIT,3,0
